뉴스 url,제목,내용
https://news.kbs.co.kr/news/pc/view/view.do?ncd=8419292,오로라 관측에 의약분야까지…위성들 임무는?,"


     [앵커]누리호는 이번에 위성 열세 기를 우주로 보냈습니다.오로라 관측을 비롯해서 위성들이 수행할 다양한 임무들을 황정호 기자가 보도합니다. [리포트] 누리호에 실렸던 가장 귀한 손님은 바로 차세대 중형 위성 3호입니다. 무게만 500kg 넘는  주 탑재 위성으로 우주에서 다양한 임무를  수행합니다. 오로라 관측이 주요 임무인 이 위성에는 최대 폭 700km까지 촬영할 수 있는  첨단 카메라가 달려 있습니다. 이를 활용해  우주 날씨는 물론 태양 활동이 지구 통신 등에  미치는 영향을 분석합니다. 우주에서  줄기세포를 배양해  사람 장기 등을 3D로 만들기 위한 실험도 진행됩니다. 일명 '바이오 캐비닛'입니다. 주 탑재 위성에 같이 실려가는 부탑재 위성의 임무도 중요합니다. 주 탑재 위성뿐만 아니라 부탑재 위성 12기 모두  국내 대학과 기업 등 국내 기술력으로 제작됐습니다. 기후 변화 등을  관찰하기 위한 이 초소형 위성, 바다 위 '부이'를 통해  바닷물 온도와 같은 데이터를 모아 지상 수신소로 실시간 전송합니다. 우주 쓰레기 처리를 위한 기술 검증도 이뤄집니다. 이 위성은 궤도 안착 후 석 달이 지나면,  지구 대기 쪽으로 내려오면서 공기와의 마찰로  스스로 타면서 사라지도록 설계됐습니다. [박재성/우주항공청 수송부문장 : ""궤도 내에서 성능을 검증할 경우에서는 해외 수출이라든가 아니면 국내 위성에 대한 적용 이런 부분들이 굉장히 잘될 수 있기 때문에….""] '차중 3호'를 포함해  부탑재 위성 5기가 교신에 성공하며  순조롭게 임무를 진행하는 상황, 위성이 전해주는 여러 데이터는 우리 우주산업이 글로벌 수준으로 도약할 수 있는  토대가 돼줄 것으로 기대됩니다. KBS 뉴스 황정호입니다. 촬영기자:김상하/영상편집:고응용/그래픽:채완준

    

    
  "
